," This is a citation overview for a set of 2000 documents.",,,,,,,,,,,,,,,,,,,,,,,,,
2023,"GVC: efficient random access compression for gene sequence variations","Adhisantoso Y.G., Voges J., Rohlfing C., Tunev V., Ohm J.-R., Ostermann J.",14712105,"BMC Bioinformatics",24, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"QuantImage v2: a comprehensive and integrated physician-centered cloud platform for radiomics and machine learning research","Abler D., Schaer R., Oreiller V., Verma H., Reichenbach J., Aidonopoulos O., Evequoz F., Jreige M., Prior J.O., Depeursinge A.",25099280,"European Radiology Experimental",7, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CACSV: a computational web-sever that provides classification for cancer somatic genetic variants from different tissues","AlKurabi N., AlGahtani A., Sobahy T.M.",14712105,"BMC Bioinformatics",24, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Influence network model uncovers relations between biological processes and mutational signatures","Amgalan B., Wojtowicz D., Kim Y.-A., Przytycka T.M.",1756994X,"Genome Medicine",15, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Reconstructing B cell lineage trees with minimum spanning tree and genotype abundances","Abdollahi N., Jeusset L., de Septenville A., Davi F., Bernardes J.S.",14712105,"BMC Bioinformatics",24, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"LoFTK: a framework for fully automated calculation of predicted Loss-of-Function variants and genes","Alasiri A., Karczewski K.J., Cole B., Loza B.-L., Moore J.H., van der Laan S.W., Asselbergs F.W., Keating B.J., van Setten J.",17560381,"BioData Mining",16, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Inter-regional correlation estimators for functional magnetic resonance imaging","Achard S., Coeurjolly J.-F., de Micheaux P.L., Lbath H., Richiardi J.",10538119,"NeuroImage",282, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Studying the characteristics of AIOps projects on GitHub","Aghili R., Li H., Khomh F.",13823256,"Empirical Software Engineering",28, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence","Ali S., Abuhmed T., El-Sappagh S., Muhammad K., Alonso-Moral J.M., Confalonieri R., Guidotti R., Del Ser J., Diaz-Rodriguez N., Herrera F.",15662535,"Information Fusion",99, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
2023,"Health taxes in Indonesia: A review of policy debates on the tobacco, alcoholic beverages and sugar-sweetened beverage taxes in the media","Ahsan A., Amalia N., Rahmayanti K.P., Adani N., Wiyono N.H., Endawansa A., Utami M.G., Yuniar A.M.",20597908,"BMJ Global Health",8, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"The Approach to Finding Locations for Wind Farms Using GIS and MCDA: Case Study Based on Podlaskie Voivodeship, Poland","Amsharuk A., Laska G.",19961073,"Energies",16, 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Decentralized Multi-Layered Architecture to Strengthen the Security in the Internet of Things Environment Using Blockchain Technology","Alhusayni A., Thayananthan V., Albeshri A., Alghamdi S.",20799292,"Electronics (Switzerland)",12, 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"G protein-coupled receptors: A target for microbial metabolites and a mechanistic link to microbiome-immune-brain interactions","Aleti G., Troyer E.A., Hong S.",26663546,"Brain, Behavior, and Immunity - Health",32, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"A Novel Neural Network Architecture Using Automated Correlated Feature Layer to Detect Android Malware Applications","Alabrah A.",22277390,"Mathematics",11, 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Erosion Identification in Metacarpophalangeal Joints in Rheumatoid Arthritis using High-Resolution Peripheral Quantitative Computed Tomography","Al-Khoury Y., Finzel S., Figueiredo C., Burghardt A.J., Stok K.S., Tam L.-S., Cheng I., Tse J.J., Manske S.L.",1940087X,"Journal of Visualized Experiments",2023, 200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ComsystanJ: A collection of Fiji/ImageJ2 plugins for nonlinear and complexity analysis in 1D, 2D and 3D","Ahammer H., Reiss M.A., Hackhofer M., Andronache I., Radulovic M., Labra-Sprohnle F., Jelinek H.F.",19326203,"PLoS ONE",18, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"AlgRel.wl: Algebraic relations for the product of propagators in Feynman integrals","Ananthanarayan B., Bera S., Pathak T.",05503213,"Nuclear Physics B",995, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"ANAD: Arabic news article dataset","Altamimi M., Alayba A.M.",23523409,"Data in Brief",50, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Managing the COVID-19 pandemic in thirty-two policy measures in Saudi Arabia: A mixed-methods analysis","Amamou M., Ben-Ahmed K.",18760341,"Journal of Infection and Public Health",16, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CardinalKit: open-source standards-based, interoperable mobile development platform to help translate the promise of digital health","Aalami O., Hittle M., Ravi V., Griffin A., Schmiedmayer P., Shenoy V., Gutierrez S., Venook R.",25742531,"JAMIA Open",6, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Volume exclusion effects in perovskite charge transport modeling","Abdel D., Courtier N.E., Farrell P.",03068919,"Optical and Quantum Electronics",55, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"An ERP measure of non-conscious memory reveals dissociable implicit processes in human recognition using an open-source automated analytic pipeline","Addante R.J., Lopez-Calderon J., Allen N., Luck C., Muller A., Sirianni L., Inman C.S., Drane D.L.",00485772,"Psychophysiology",60, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Scaling Stratified Stochastic Gradient Descent for Distributed Matrix Completion","Abubaker N., Karsavuran M.O., Aykanat C.",10414347,"IEEE Transactions on Knowledge and Data Engineering",35, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Multimodal urban mobility and multilayer transport networks","Alessandretti L., Natera Orozco L.G., Saberi M., Szell M., Battiston F.",23998083,"Environment and Planning B: Urban Analytics and City Science",50, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2023,"Fuel consumption prediction for a passenger ferry using machine learning and in-service data: A comparative study","Agand P., Kennedy A., Harris T., Bae C., Chen M., Park E.J.",00298018,"Ocean Engineering",284, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Analyzing the role of consumer behavior in coping with intermittent supply in water distribution systems","Abhijith G.R., Naidu M.N., Boindala S.P., Vasan A., Ostfeld A.",14647141,"Journal of Hydroinformatics",25, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"The Subgroup Imperative: Chest Radiograph Classifier Generalization Gaps in Patient, Setting, and Pathology Subgroups","Ahluwalia M., Abdalla M., Sanayei J., Seyyed-Kalantari L., Hussain M., Ali A., Fine B.",26386100,"Radiology: Artificial Intelligence",5, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Efficient Latent Space Compression for Lightning-Fast Fine-Tuning and Inference of Transformer-Based Models †","Alam Falaki A., Gras R.",25044990,"Machine Learning and Knowledge Extraction",5, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"UNMF: a unified nonnegative matrix factorization for multi-dimensional omics data","Abe K., Shimamura T.",14675463,"Briefings in Bioinformatics",24, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Homogeneous search for helium in the atmosphere of 11 gas giant exoplanets with SPIRou","Allart R., Lemee-Joliecoeur P.-B., Jaziri A.Y., Lafreniere D., Artigau E., Cook N., Darveau-Bernier A., Dang L., Cadieux C., Boucher A., Bourrier V., Deibert E.K., Pelletier S., Radica M., Benneke B., Carmona A., Cloutier R., Cowan N.B., Delfosse X., Donati J.-F., Doyon R., Figueira P., Forveille T., Fouque P., Gaidos E., Gu P.-G., Hebrard G., Kiefer F., Kospal A., Jayawardhana R., Martioli E., Dos Santos L.A., Shang H., Turner J.D., Vidotto A.A.",00046361,"Astronomy and Astrophysics",677, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"pyMune: A Python package for complex clusters detection[Formula presented]","Abbas M.A., El-Zoghabi A., Shoukry A.",26659638,"Software Impacts",17, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Reliability and Agreement of Automated Head Measurements from 3-Dimensional Photogrammetry in Young Children","Abdel-Alim T., Tio P., Kurniawan M., Mathijssen I., Dirven C., Niessen W., Roshchupkin G., Van Veelen M.-L.",10492275,"Journal of Craniofacial Surgery",34, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"An automated detection of confusing variable pairs with highly similar compound names in Java and Python programs","Aman H., Amasaki S., Yokogawa T., Kawahara M.",13823256,"Empirical Software Engineering",28, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples","Allicock O.M., Yolda-Carr D., Earnest R., Breban M.I., Vega N., Ott I.M., Kalinich C., Alpert T., Petrone M.E., Wyllie A.L.",00796107,"Progress in Biophysics and Molecular Biology",182, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"A deep learning self-attention cross residual network with Info-WGANGP for mitotic cell identification in HEp-2 medical microscopic images","Anaam A., Al-antari M.A., Gofuku A.",17468094,"Biomedical Signal Processing and Control",86, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"VFogSim: A Data-Driven Platform for Simulating Vehicular Fog Computing Environment","Akgul O.U., Mao W., Cho B., Xiao Y.",19328184,"IEEE Systems Journal",17, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"How does the model make predictions? A systematic literature review on the explainability power of machine learning in healthcare","Allgaier J., Mulansky L., Draelos R.L., Pryss R.",09333657,"Artificial Intelligence in Medicine",143, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"AQME: Automated quantum mechanical environments for researchers and educators","Alegre-Requena J.V., Sowndarya S. V. S., Perez-Soto R., Alturaifi T.M., Paton R.S.",17590876,"Wiley Interdisciplinary Reviews: Computational Molecular Science",13, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"tachyon: Efficient Shared Memory Parallel Computation of Extremum Graphs","Ande A., Subhash V., Natarajan V.",01677055,"Computer Graphics Forum",42, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"A model-based infrastructure for the specification and runtime execution of self-adaptive IoT architectures","Alfonso I., Garces K., Castro H., Cabot J.",0010485X,"Computing",105, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2023,"Gaussian Process Regression for Astronomical Time Series","Aigrain S., Foreman-Mackey D.",00664146,"Annual Review of Astronomy and Astrophysics",61, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2023,"nf-encyclopedia: A Cloud-Ready Pipeline for Chromatogram Library Data-Independent Acquisition Proteomics Workflows","Allen C., Meinl R., Paez J.S., Searle B.C., Just S., Pino L.K., Fondrie W.E.",15353893,"Journal of Proteome Research",22, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Prediction of land use and landcover changes in Tiruppur Tamilnadu using hybrid convolutional neural network","Akshaya K.G., Sathyanarayan Sridhar R.",17907632,"Global Nest Journal",25, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"StarPep Toolbox: an open-source software to assist chemical space analysis of bioactive peptides and their functions using complex networks","Aguilera-Mendoza L., Ayala-Ruano S., Martinez-Rios F., Chavez E., Garcia-Jacas C.R., Brizuela C.A., Marrero-Ponce Y.",13674803,"Bioinformatics",39, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Identification of Drug Targets and Their Inhibitors in Yersinia pestis Strain 91001 through Subtractive Genomics, Machine Learning, and MD Simulation Approaches","Ali H., Samad A., Ajmal A., Ali A., Ali I., Danial M., Kamal M., Ullah M., Ullah R., Kalim M.",14248247,"Pharmaceuticals",16, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Comparison of Novel Volumetric Microperimetry Metrics in Intermediate Age-Related Macular Degeneration: PINNACLE Study Report 3","Anders P., Traber G.L., Pfau M., Riedl S., Hagag A.M., Camenzind H., Mai J., Kaye R., Bogunovic H., Fritsche L.G., Rueckert D., Schmidt-Erfurth U., Sivaprasad S., Lotery A.J., Scholl H.P.N.",21642591,"Translational Vision Science and Technology",12, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"TALAIA: a 3D visual dictionary for protein structures","Alemany-Chavarria M., Rodriguez-Guerra J., Marechal J.-D.",13674803,"Bioinformatics",39, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Assist-Dermo: A Lightweight Separable Vision Transformer Model for Multiclass Skin Lesion Classification","Abbas Q., Daadaa Y., Rashid U., Ibrahim M.E.A.",20754418,"Diagnostics",13, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"The next layer: Towards open pedagogy in geospatial education","Abernathy D.R.",13611682,"Transactions in GIS",27, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Longest common substring in Longest Common Subsequence's solution service: A novel hyper-heuristic","Abdi A., Hajsaeedi M., Hooshmand M.",14769271,"Computational Biology and Chemistry",105, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Venous thromboembolism recurrence among one-and-done direct oral anticoagulant users: a retrospective longitudinal study","Alberts M., Zhdanava M., Pilon D., Caron-Lapointe G., Lefebvre P., Bookhart B., Kharat A.",22107703,"International Journal of Clinical Pharmacy",45, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"DCServCG: A data-centric service code generation using deep learning","Alizadehsani Z., Ghaemi H., Shahraki A., Gonzalez-Briones A., Corchado J.M.",09521976,"Engineering Applications of Artificial Intelligence",123, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"In-depth analysis of patterns in selection of different physiologically-based pharmacokinetic modeling tools: Part II — Assessment of model reusability and comparison between open and non-open source-code software","Aldibani H.K.A., Rajput A.J., Rostami-Hodjegan A.",01422782,"Biopharmaceutics and Drug Disposition",44, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"HighPT: A tool for high-pT Drell-Yan tails beyond the standard model","Allwicher L., Faroughy D.A., Jaffredo F., Sumensari O., Wilsch F.",00104655,"Computer Physics Communications",289, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2023,"Defining a Cyberinfrastructure for Plasma Science and Space Weather Simulations","Abeysinghe E., Smith C.W., Wang L., Juno J., Mccall M., Pierce M., Shephard M.S.",,"PEARC 2023 - Computing for the common good: Practice and Experience in Advanced Research Computing",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Introducing an Open-source Adaptive Tutoring System to Accelerate Learning Sciences Experimentation","Anastasopoulos I., Sheel S., Pardos Z., Bhandari S.",,"L@S 2023 - Proceedings of the 10th ACM Conference on Learning @ Scale",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"CircaLight, a new circadian light assessment tool for Grasshopper environment: Development and reliability testing","Aguilar-Carrasco M.T., Acosta I., Dominguez-Amarillo S.",23527102,"Journal of Building Engineering",71, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Cage4Deno: A Fine-Grained Sandbox for Deno Subprocesses","Abbadini M., Facchinetti D., Oldani G., Rossi M., Paraboschi S.",15437221,"Proceedings of the ACM Conference on Computer and Communications Security",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Likelihood-Based Tests of Species Tree Hypotheses","Adams R., Degiorgio M.",07374038,"Molecular Biology and Evolution",40, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Oliot EPCIS: An open-source EPCIS 2.0 system for supply chain transparency","Ahn J., Gaza H., Lee J., Kim H., Byun J.",23527110,"SoftwareX",23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Accurate Label-Free Quantification by directLFQ to Compare Unlimited Numbers of Proteomes","Ammar C., Schessner J.P., Willems S., Michaelis A.C., Mann M.",15359476,"Molecular and Cellular Proteomics",22, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Leveraging Searchable Encryption through Homomorphic Encryption: A Comprehensive Analysis","Amorim I., Costa I.",22277390,"Mathematics",11, 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Open Source Software: Communities and Quality","Abrahao S., Staron M., Serebrenik A., Penzenstadler B., Capilla R.",07407459,"IEEE Software",40, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Detecting Exoplanets Closer to Stars with Moderate Spectral Resolution Integral-field Spectroscopy","Agrawal S., Ruffio J.-B., Konopacky Q.M., Macintosh B., Mawet D., Nielsen E.L., Hoch K.K.W., Liu M.C., Barman T.S., Thompson W., Greenbaum A.Z., Marois C., Patience J.",00046256,"Astronomical Journal",166, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Too many candidates: Embedded covariate selection procedure for species distribution modelling with the covsel R package","Adde A., Rey P.-L., Fopp F., Petitpierre B., Schweiger A.K., Broennimann O., Lehmann A., Zimmermann N.E., Altermatt F., Pellissier L., Guisan A.",15749541,"Ecological Informatics",75, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Hydropower and climate change, insights from the integrated water-energy modelling of the Drin Basin","Almulla Y., Zaimi K., Fejzic E., Sridharan V., de Strasser L., Gardumi F.",2211467X,"Energy Strategy Reviews",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Forecasting compressive strength and electrical resistivity of graphite based nano-composites using novel artificial intelligence techniques","Alabduljabbar H., Amin M.N., Eldin S.M., Javed M.F., Alyousef R., Mohamed A.M.",22145095,"Case Studies in Construction Materials",18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2023,"Nurse Scheduling with State-of-the Art Open-Source Tools","Aeschbacher D.J., Meissner J., Sariyar M.",09269630,"Studies in Health Technology and Informatics",305, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"AutoCure: Automated Tabular Data Curation for ML Pipelines","Abdelaal M., Koparde R., Schoning H.",,"Proceedings of the 6th International Workshop on Exploiting Artificial Intelligence Techniques for Data Management, aiDM 2023 - In conjunction with the 2023 ACM SIGMOD/PODS Conference",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Formally verifying Kyber Episode IV: Implementation correctness","Almeida J.B., Barbosa M., Barthe G., Gregoire B., Laporte V., Lechenet J.-C., Oliveira T., Pacheco H., Quaresma M., Schwabe P., Sere A., Strub P.-Y.",25692925,"IACR Transactions on Cryptographic Hardware and Embedded Systems",2023, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Modeling Illumination Data with Flying Light Specks","Alimohammadzadeh H., Mehraban D., Ghandeharizadeh S.",,"MMSys 2023 - Proceedings of the 14th ACM Multimedia Systems Conference",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"SEPE Dataset: 8K Video Sequences and Images for Analysis and Development","Al Shoura T., Dehaghi A.M., Razavi R., Far B., Moshirpour M.",,"MMSys 2023 - Proceedings of the 14th ACM Multimedia Systems Conference",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"IMAC-Sim: A Circuit-level Simulator For In-Memory Analog Computing Architectures","Amin M.H., Elbtity M.E., Zand R.",,"Proceedings of the ACM Great Lakes Symposium on VLSI, GLSVLSI",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Scalable Incident Reporting Framework: A Sensor and IoT Research","Ahmed Ghaly S.M., Kadampur M.A.",22414487,"Engineering, Technology and Applied Science Research",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"A Parallel Computational–Statistical Framework for Simulation of Turbulence: Applications to Data-Driven Fractional Modeling","Akhavan-Safaei A., Zayernouri M.",25043110,"Fractal and Fractional",7, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"NoVaTeST: identifying genes with location-dependent noise variance in spatial transcriptomics data","Abrar M.A., Kaykobad M., Rahman M.S., Samee MdA.H.",13674803,"Bioinformatics",39, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"FCP2Vec: Deep Learning-Based Approach to Software Change Prediction by Learning Co-Changing Patterns from Changelogs","Ahmed H.A., Lee J.",20763417,"Applied Sciences (Switzerland)",13, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Line Scan Hyperspectral Imaging Framework for Open Source Low-Cost Platforms","Al-Hourani A., Balendhran S., Walia S., Hourani T.",20724292,"Remote Sensing",15, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
